PdfType: replica
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
908 909 910 900 901 902 903 904 905 906 907 930 931 932 940 941 942 
1.62949E-06 -8.33655E-08 -1.25365E-07 1.62948E-06 -8.33661E-08 1.38588E-06 -1.03637E-07 5.93214E-04 1.98172E-06 -7.20037E-08 1.57817E-04 6.65836E-06 3.76840E-07 -1.47040E-01 6.65608E-06 3.76632E-07 1.48794E-01 
1.68176E-06 -4.20505E-08 -8.54050E-08 1.68175E-06 -4.20513E-08 1.44263E-06 -5.99618E-08 6.19612E-04 2.05265E-06 -1.99244E-08 1.66965E-04 6.78833E-06 4.52615E-07 -1.92008E-01 6.78600E-06 4.52410E-07 1.93848E-01 
1.76893E-06 1.19013E-08 -4.31806E-08 1.76892E-06 1.19001E-08 1.52697E-06 -7.85366E-09 6.47059E-04 2.16117E-06 4.35028E-08 1.76495E-04 7.04099E-06 5.70685E-07 -2.28818E-01 7.03861E-06 5.70483E-07 2.30747E-01 
1.90770E-06 8.01830E-08 2.65361E-09 1.90769E-06 8.01812E-08 1.64951E-06 5.37085E-08 6.75717E-04 2.32035E-06 1.19549E-07 1.86472E-04 7.46042E-06 7.35808E-07 -2.30124E-01 7.45798E-06 7.35608E-07 2.32147E-01 
2.08704E-06 1.56798E-07 5.41282E-08 2.08702E-06 1.56795E-07 1.80662E-06 1.22148E-07 7.05645E-04 2.52753E-06 2.05746E-07 1.96904E-04 8.03327E-06 9.38310E-07 -2.31398E-01 8.03077E-06 9.38114E-07 2.33518E-01 
2.31425E-06 2.43201E-07 1.14309E-07 2.31422E-06 2.43197E-07 2.00460E-06 1.98717E-07 7.36879E-04 2.79133E-06 3.03821E-07 2.07808E-04 8.78607E-06 1.18370E-06 -2.32638E-01 8.78351E-06 1.18351E-06 2.34860E-01 
2.59759E-06 3.40963E-07 1.87863E-07 2.59754E-06 3.40956E-07 2.25062E-06 2.84779E-07 7.69459E-04 3.12147E-06 4.15633E-07 2.19204E-04 9.74867E-06 1.47774E-06 -2.33843E-01 9.74604E-06 1.47755E-06 2.36171E-01 
2.86122E-06 4.25445E-07 2.58362E-07 2.86116E-06 4.25435E-07 2.47906E-06 3.58798E-07 7.95618E-04 3.42939E-06 5.12803E-07 2.28373E-04 1.06586E-05 1.74235E-06 -2.34749E-01 1.06559E-05 1.74216E-06 2.37163E-01 
2.94639E-06 4.51731E-07 2.81937E-07 2.94632E-06 4.51720E-07 2.55280E-06 3.81777E-07 8.03427E-04 3.52897E-06 5.43122E-07 2.31114E-04 1.09546E-05 1.82628E-06 -2.35010E-01 1.09519E-05 1.82609E-06 2.37449E-01 
